Country ,Lon,Lat
CHINA,130.465,46.843
CHINA,129.569,44.524
CHINA,121.538,38.966
CHINA,129.448,42.882
CHRISTMAS ISLAND,105.69,-10.451
COLOMBIA,63.03,25.986
COLOMBIA,-75.765,4.454
COLOMBIA,-76.501,0.505
COLOMBIA,-73.975,9.045
COLOMBIA,-73.185,7.126
COLOMBIA,-74.147,4.701
COLOMBIA,-74.781,10.889
COLOMBIA,-77.394,6.203
COLOMBIA,-76.99,3.819
COLOMBIA,-72.511,7.928
COLOMBIA,-76.676,5.072
COLOMBIA,-75.513,10.442
COLOMBIA,-76.381,3.543
COLOMBIA,-78.749,1.814
COLOMBIA,-75.286,9.332
COLOMBIA,-73.807,7.024
COLOMBIA,-75.564,1.59
COLOMBIA,-74.797,4.276
COLOMBIA,-75.956,4.758
COLOMBIA,-77.898,2.57
COLOMBIA,-74.065,4.812
COLOMBIA,-75.133,4.421
COLOMBIA,-77.672,0.862
COLOMBIA,-76.716,7.812
COLOMBIA,-72.49,11.232
COLOMBIA,-69.943,-4.193
COLOMBIA,-75.591,6.22
COLOMBIA,-74.839,9.283
COLOMBIA,-75.826,8.824
COLOMBIA,-70.234,1.254
COLOMBIA,-75.465,5.03
COLOMBIA,-75.294,2.95
COLOMBIA,-73.358,8.315
COLOMBIA,-74.715,7.01
COLOMBIA,-71.985,12.221
COLOMBIA,-67.493,6.184
COLOMBIA,-75.739,4.813
COLOMBIA,-76.086,1.858
COLOMBIA,-76.61,2.454
COLOMBIA,-77.291,1.396
COLOMBIA,-81.358,13.357
COLOMBIA,-74.884,5.213
COLOMBIA,-75.423,6.164
COLOMBIA,-72.926,11.526
COLOMBIA,-71.855,6.958
COLOMBIA,-72.639,2.579
COLOMBIA,-74.231,11.119
COLOMBIA,-81.711,12.583
COLOMBIA,-74.766,2.152
COLOMBIA,-71.658,5.43
COLOMBIA,-71.76,6.451
COLOMBIA,-76.741,8.074
COLOMBIA,-70.737,7.069
COLOMBIA,-76.641,5.691
COLOMBIA,-76.235,4.088
COLOMBIA,-73.249,10.435
COLOMBIA,-73.614,4.168
COLOMBIA,-72.384,5.319
COMOROS ISLANDS,43.272,-11.534
COMOROS ISLANDS,43.766,-12.298
COMOROS ISLANDS,43.244,-11.711
COMOROS ISLANDS,44.43,-12.132
CONGO,15.253,-4.252
CONGO,18.047,1.589
CONGO,15.575,-0.021
CONGO,15.95,-0.531
CONGO,16.038,1.616
CONGO,12.617,-3.483
CONGO,12.661,-4.208
CONGO,11.886,-4.813
COOK ISLANDS,-159.774,-18.825
COOK ISLANDS,-159.806,-21.203
CORSE ISL.,9.483,42.554
CORSE ISL.,8.793,42.531
CORSE ISL.,9.098,41.501
CORSE ISL.,8.803,41.924
CORSE ISL.,9.406,41.924
COSTA RICA,-83.332,9.167
COSTA RICA,-83.586,10.769
COSTA RICA,-82.97,8.601
COSTA RICA,-85.853,10.356
COSTA RICA,-83.472,10.202
COSTA RICA,-83.507,8.916
COSTA RICA,-83.065,8.652
COSTA RICA,-83.182,8.654
COSTA RICA,-83.795,10.217
COSTA RICA,-85.544,10.593
COSTA RICA,-84.706,11.035
COSTA RICA,-83.022,9.958
COSTA RICA,-85.653,9.976
COSTA RICA,-84.209,9.994
COSTA RICA,-82.983,9.732
COSTA RICA,-83.468,8.951
COSTA RICA,-84.142,9.957
COSTA RICA,-84.13,9.443
COSTA RICA,-83.714,10.288
COSTA RICA,-82.959,8.826
CROATIA,18.268,42.561
CROATIA,18.636,45.542
CROATIA,18.811,45.463
CROATIA,13.922,44.893
CROATIA,14.504,45.379
CROATIA,14.57,45.217
CROATIA,16.298,43.539
CROATIA,16.381,46.295
CROATIA,16.069,45.743
CROATIA,15.347,44.108
CROATIA,15.774,44.557
CUBA,-74.506,20.366
CUBA,-76.621,20.396
CUBA,-78.789,22.027
CUBA,-79.47,22.506
CUBA,-78.329,22.461
CUBA,-80.414,22.15
CUBA,-81.546,21.616
CUBA,-77.847,21.42
CUBA,-75.836,19.97
CUBA,-78.203,21.5
CUBA,-75.207,19.906
CUBA,-75.158,20.085
CUBA,-82.409,22.989
CUBA,-76.315,20.786
CUBA,-83.642,22.336
CUBA,-82.275,22.97
CUBA,-82.767,23.007
CUBA,-74.922,20.654
CUBA,-77.089,20.288
CUBA,-75.531,20.689
CUBA,-82.784,21.835
CUBA,-82.579,23.033
CUBA,-83.678,22.421
CUBA,-82.509,22.871
CUBA,-79.944,22.492
CUBA,-84.152,22.095
CUBA,-77.017,21.509
CUBA,-82.955,21.642
CUBA,-79.442,21.971
CUBA,-79.997,21.788
CUBA,-81.435,23.034
CUBA,-76.936,20.988
CYPRUS,33.625,34.875
CYPRUS,32.486,34.718
CYPRUS,32.988,34.59
CZECH REPUBLIC,14.427,48.946
CZECH REPUBLIC,15.676,49.684
CZECH REPUBLIC,15.382,49.939
CZECH REPUBLIC,15.845,50.253
CZECH REPUBLIC,14.544,50.121
CZECH REPUBLIC,17.44,49.029
CZECH REPUBLIC,12.915,50.203
CZECH REPUBLIC,13.274,49.675
CZECH REPUBLIC,15.006,50.54
CZECH REPUBLIC,18.111,49.696
CZECH REPUBLIC,16.125,49.166
CZECH REPUBLIC,15.739,50.013
CZECH REPUBLIC,14.097,49.719
CZECH REPUBLIC,17.405,49.426
CZECH REPUBLIC,14.26,50.101
CZECH REPUBLIC,14.714,49.245
CZECH REPUBLIC,16.694,49.151
CZECH REPUBLIC,14.396,50.216
DENMARK,10.619,56.304
DENMARK,9.152,55.74
DENMARK,12.656,55.618
DENMARK,8.553,55.526
DENMARK,12.382,55.941
DENMARK,8.443,56.397
DENMARK,9.124,56.297
DENMARK,11.001,57.278
DENMARK,11.44,54.699
DENMARK,10.329,55.476
DENMARK,9.279,54.87
DENMARK,12.131,55.586
DENMARK,14.759,55.063
DENMARK,9.792,54.964
DENMARK,10.229,57.503
DENMARK,9.264,55.225
DENMARK,9.173,56.55
DENMARK,8.705,57.069
DENMARK,9.193,55.697
DENMARK,9.331,55.436
DENMARK,9.459,56.847
DENMARK,8.354,55.99
DENMARK,12.343,55.767
DENMARK,9.849,57.093
DIEGO GARCIA ISLAND,72.411,-7.313
DOMINICA,-61.392,15.337
DOMINICA,-61.3,15.547
DOMINICAN REPUBLIC,-69.43,19.199
DOMINICAN REPUBLIC,-71.12,18.251
DOMINICAN REPUBLIC,-71.645,17.929
DOMINICAN REPUBLIC,-70.72,18.908
DOMINICAN REPUBLIC,-69.969,18.471
DOMINICAN REPUBLIC,-68.912,18.452
DOMINICAN REPUBLIC,-68.363,18.567
DOMINICAN REPUBLIC,-70.57,19.757
DOMINICAN REPUBLIC,-69.669,18.429
DOMINICAN REPUBLIC,-69.762,18.504
DOMINICAN REPUBLIC,-70.616,19.409
EAST TIMOR,125.287,-9.303
ECUADOR,-78.574,-1.212
ECUADOR,-79.379,-1.706
ECUADOR,-76.986,-0.463
ECUADOR,-78.984,-2.889
ECUADOR,-79.884,-2.158
ECUADOR,-78.573,-3.423
ECUADOR,-78.136,0.338
ECUADOR,-76.869,0.092
ECUADOR,-79.552,-1.704
ECUADOR,-79.481,-1.501
ECUADOR,-78.616,-0.907
ECUADOR,-79.941,-4.38
ECUADOR,-78.121,-2.299
ECUADOR,-79.962,-3.269
ECUADOR,-76.975,-2.067
ECUADOR,-80.678,-0.946
ECUADOR,-79.804,-2.851
ECUADOR,-79.622,-1.74
ECUADOR,-80.052,0.073
ECUADOR,-80.472,-1.041
ECUADOR,-78.488,-0.141
ECUADOR,-78.656,-1.654
ECUADOR,-79.978,-3.435
ECUADOR,-80.989,-2.205
ECUADOR,-79.214,-0.248
ECUADOR,-89.616,-0.91
ECUADOR,-79.689,-2.261
ECUADOR,-77.819,-0.987
ECUADOR,-76.337,-0.123
ECUADOR,-77.708,0.809
EGYPT,33.836,31.073
EGYPT,31.012,27.046
EGYPT,29.949,31.184
EGYPT,31.612,22.376
EGYPT,31.406,30.122
EGYPT,30.915,30.116
EGYPT,31.192,30.074
EGYPT,33.798,27.184
EGYPT,34.129,31.069
EGYPT,32.706,25.671
EGYPT,27.222,31.325
EGYPT,32.24,31.279
EGYPT,34.063,28.685
EGYPT,32.82,23.964
EGYPT,33.645,28.209
EL SALVADOR,-89.056,13.441
EL SALVADOR,-89.12,13.7
ENGALND,-0.461,51.477
ENGLAND,-7.652,54.399
ENGLAND,-1.748,52.454
ENGLAND,-1.48,52.37
ENGLAND,-1.032,52.608
ENGLAND,-2.167,51.894
ENGLAND,-1.079,52.92
ENGLAND,-2.26,52.517
ENGLAND,-2.275,53.354
ENGLAND,-2.149,53.338
ENGLAND,-4.15,51.087
ENGLAND,-4.995,50.441
ENGLAND,-1.747,51.152
ENGLAND,-5.256,50.086
ENGLAND,-4.961,51.833
ENGLAND,-4.068,51.605
ENGLAND,-2.719,51.383
ENGLAND,-2.85,53.334
ENGLAND,-0.368,51.874
ENGLAND,-4.106,50.423
ENGLAND,-1.843,50.78
ENGLAND,-1.357,50.95
ENGLAND,-1.032,51.185
ENGLAND,-2.195,49.208
ENGLAND,-0.297,50.836
ENGLAND,0.033,51.331
ENGLAND,-0.19,51.148
ENGLAND,0.054,51.505
ENGLAND,-0.776,51.276
ENGLAND,-1.081,51.676
ENGLAND,-0.848,51.324
ENGLAND,0.696,51.571
ENGLAND,1.346,51.342
ENGLAND,-0.566,53.719
ENGLAND,-2.809,54.938
ENGLAND,-3.029,53.772
ENGLAND,-0.351,53.574
ENGLAND,-3.256,54.13
ENGLAND,-1.661,53.866
ENGLAND,-2.978,53.178
ENGLAND,-4.624,54.083
ENGLAND,-1.692,55.038
ENGLAND,-1.429,54.509
ENGLAND,-1.328,52.831
ENGLAND,-4.123,52.812
ENGLAND,-0.783,51.383
ENGLAND,0.175,52.205
ENGLAND,-0.251,52.468
ENGLAND,1.283,52.676
ENGLAND,0.235,51.885
ENGLAND,-1.388,53.394
ENGLAND,-0.617,52.072
ENGLAND,-0.534,51.117
ENGLAND,-3.414,50.734
ENGLAND,-2.591,51.519
ENGLAND,0.25,51.767
ENGLAND,-1.32,51.837
ENGLAND,-1.096,51.616
ENGLAND,0.561,52.409
ENGLAND,0.488,52.361
ENGLAND,-1.79,51.682
ENGLAND,-1.584,51.75
ENGLAND,-2.306,52.64
ENGLAND,-0.166,53.093
ENGLAND,-1.42,54.137
ENGLAND,-1.535,54.292
ENGLAND,-1.195,53.834
ENGLAND,0.773,52.343
ENGLAND,-0.649,52.736
ENGLAND,-1.252,54.049
ENGLAND,1.357,52.755
ENGLAND,-0.481,53.031
ENGLAND,-0.561,52.962
EQUATORIAL GUINEA,9.806,1.905
EQUATORIAL GUINEA,8.709,3.755
ESTONIA,24.204,59.259
ESTONIA,22.831,58.991
ESTONIA,22.509,58.23
ESTONIA,24.473,58.419
ESTONIA,24.833,59.413
ESTONIA,26.69,58.307
ETHIOPIA,38.8,8.977
ETHIOPIA,38.726,9.004
ETHIOPIA,37.321,11.608
ETHIOPIA,41.854,9.625
ETHIOPIA,34.563,8.128
ETHIOPIA,37.432,12.518
ETHIOPIA,39.008,8.716
ETHIOPIA,36.816,7.666
ETHIOPIA,38.98,11.975
ETHIOPIA,39.533,13.467
FALKLAND ISLANDS,-58.447,-51.823
FALKLAND ISLANDS,-57.777,-51.686
FAROE ISL.,-7.277,62.064
FIJI,177.443,-17.754
FIJI,178.559,-18.043
FIJI,179.34,-16.467
FINLAND,23.424,68.362
FINLAND,22.201,61.116
FINLAND,24.786,61.856
FINLAND,25.043,60.254
FINLAND,24.956,60.32
FINLAND,23.074,61.689
FINLAND,23.083,59.849
FINLAND,24.881,60.654
FINLAND,23.652,60.463
FINLAND,28.904,61.249
FINLAND,30.074,62.166
FINLAND,27.405,68.607
FINLAND,29.624,62.659
FINLAND,25.678,62.399
FINLAND,23.051,63.127
FINLAND,24.599,65.782
FINLAND,27.692,64.285
FINLAND,22.393,62.463
FINLAND,23.143,63.721
FINLAND,27.157,66.713
FINLAND,29.239,65.987
FINLAND,24.847,67.701
FINLAND,27.798,63.007
FINLAND,25.693,61.144
FINLAND,28.144,61.044
FINLAND,19.898,60.122
FINLAND,23.519,62.947
FINLAND,27.202,61.686
FINLAND,24.296,60.334
FINLAND,25.354,64.93
FINLAND,22.193,61.246
FINLAND,21.8,61.462
FINLAND,26.947,65.402
FINLAND,25.926,63.732
FINLAND,24.696,64.688
FINLAND,28.356,62.065
FINLAND,25.83,66.565
FINLAND,24.108,60.745
FINLAND,28.945,61.943
FINLAND,26.799,61.062
FINLAND,26.619,67.395
FINLAND,23.604,61.414
FINLAND,24.027,61.773
FINLAND,22.263,60.514
FINLAND,26.938,60.896
FINLAND,21.761,63.051
FINLAND,27.869,62.171
FINLAND,24.716,64.06
FORMER MACEDONIA,20.742,41.18
FORMER MACEDONIA,21.621,41.961
FRANCE,1.955,50.962
FRANCE,3.028,49.869
FRANCE,3.005,48.594
FRANCE,-0.387,48.546
FRANCE,2.7,49.971
FRANCE,1.627,50.515
FRANCE,3.461,50.326
FRANCE,2.386,49.871
FRANCE,0.591,44.175
FRANCE,-1.125,44.533
FRANCE,-0.716,44.828
FRANCE,0.519,44.825
FRANCE,1.367,43.546
FRANCE,-0.318,45.658
FRANCE,0.307,46.588
FRANCE,2.363,46.224
FRANCE,1.179,45.863
FRANCE,-0.507,43.912
FRANCE,-0.401,46.311
FRANCE,1.364,43.629
FRANCE,-0.419,43.38
FRANCE,1.263,43.449
FRANCE,-0.006,43.179
FRANCE,0.221,45.729
FRANCE,1.469,45.151
FRANCE,0.816,45.198
FRANCE,-1.523,43.468
FRANCE,1.475,44.351
FRANCE,1.103,43.008
FRANCE,-1.111,44.596
FRANCE,2.113,43.914
FRANCE,2.289,43.556
FRANCE,1.499,43.586
FRANCE,3.183,43.99
FRANCE,2.482,44.408
FRANCE,2.424,45.535
FRANCE,0.759,44.397
FRANCE,-0.973,45.628
FRANCE,-1.174,44.146
FRANCE,-0.245,43.709
FRANCE,1.378,44.026
FRANCE,0.602,43.688
FRANCE,-0.135,44.982
FRANCE,1.696,43.091
FRANCE,0.2,44.499
FRANCE,-0.983,45.888
FRANCE,-5.064,48.463
FRANCE,-2.922,48.058
FRANCE,-3.664,48.052
FRANCE,-2.391,46.719
FRANCE,-1.177,47.408
FRANCE,4.481,48.43
FRANCE,7.359,48.11
FRANCE,4.893,47.006
FRANCE,5.427,47.039
FRANCE,3.392,47.992
FRANCE,5.469,49.122
FRANCE,4.372,44.544
FRANCE,3.765,45.079
FRANCE,2.994,45.076
FRANCE,5.292,46.201
FRANCE,4.641,45.916
FRANCE,3.424,46.534
FRANCE,2.515,44.177
FRANCE,1.481,43.569
FRANCE,6.254,48.982
FRANCE,8.89,41.663
FRANCE,9.193,42.294
FRANCE,3.497,47.85
FRANCE,5.88,45.638
FRANCE,3.169,45.786
FRANCE,2.37,47.058
FRANCE,5.976,45.561
FRANCE,4.817,46.826
FRANCE,6.268,46.192
FRANCE,5.091,45.726
FRANCE,4.796,46.295
FRANCE,4.013,46.413
FRANCE,4.001,46.058
FRANCE,6.099,45.929
FRANCE,5.329,45.363
FRANCE,2.57,46.352
FRANCE,4.97,44.921
FRANCE,3.404,46.169
FRANCE,2.422,44.891
FRANCE,1.731,46.862
FRANCE,4.945,45.728
FRANCE,5.368,43.505
FRANCE,6.387,43.384
FRANCE,6.953,43.542
FRANCE,4.296,45.54
FRANCE,4.924,43.523
FRANCE,2.306,43.216
FRANCE,5.214,43.436
FRANCE,7.218,43.661
FRANCE,4.867,44.14
FRANCE,2.871,42.74
FRANCE,5.785,43.252
FRANCE,4.142,44.069
FRANCE,3.963,43.576
FRANCE,3.356,43.324
FRANCE,4.902,43.907
FRANCE,5.109,43.606
FRANCE,2.734,43.176
FRANCE,3.533,44.502
FRANCE,5.078,44.03
FRANCE,2.632,47.053
FRANCE,2.113,49.454
FRANCE,1.376,48.058
FRANCE,-0.115,47.257
FRANCE,1.22,49.029
FRANCE,0.088,49.534
FRANCE,1.832,50.143
FRANCE,1.761,47.988
FRANCE,4.184,48.776
FRANCE,1.175,49.384
FRANCE,0.728,47.432
FRANCE,-0.877,47.082
FRANCE,-0.743,48.031
FRANCE,2.163,47.897
FRANCE,2.441,48.969
FRANCE,2.519,49.253
FRANCE,2.55,49.013
FRANCE,3.016,48.838
FRANCE,2.671,48.605
FRANCE,2.106,48.752
FRANCE,2.359,48.725
FRANCE,2.041,49.096
FRANCE,2.201,48.774
FRANCE,2.331,48.597
FRANCE,4.157,49.208
FRANCE,4.018,48.323
FRANCE,6.545,48.597
FRANCE,5.672,49.227
FRANCE,4.26,46.966
FRANCE,3.114,47.001
FRANCE,3.154,50.222
FRANCE,4.033,50.31
FRANCE,6.083,47.208
FRANCE,7.2,48.766
FRANCE,3.089,50.562
FRANCE,2.642,50.618
FRANCE,4.647,49.784
FRANCE,6.204,47.638
FRANCE,-0.573,47.497
FRANCE,-4.418,48.448
FRANCE,-1.47,49.65
FRANCE,-2.08,48.588
FRANCE,-2.346,47.289
FRANCE,-1.564,48.883
FRANCE,0.154,49.365
FRANCE,-3.44,47.761
FRANCE,-1.379,46.702
FRANCE,-4.151,48.53
FRANCE,-0.45,49.173
FRANCE,-4.445,48.282
FRANCE,0.202,47.949
FRANCE,-1.735,48.069
FRANCE,-3.471,48.754
FRANCE,-4.168,47.975
FRANCE,-1.611,47.153
FRANCE,-2.854,48.538
FRANCE,-3.816,48.603
FRANCE,-2.718,47.723
FRANCE,-2.149,47.312
FRANCE,7.53,47.589
FRANCE,7.399,47.922
FRANCE,5.09,47.269
FRANCE,6.132,49.072
FRANCE,6.07,48.325
FRANCE,7.816,48.793
FRANCE,4.899,48.636
FRANCE,5.98,48.78
FRANCE,6.792,47.487
FRANCE,6.23,48.692
FRANCE,5.955,48.583
FRANCE,6.327,46.904
FRANCE,4.05,49.31
FRANCE,7.628,48.538
FRANCE,6.364,47.783
FRANCE,6.127,43.248
FRANCE,6.146,43.097
FRANCE,4.416,43.757
FRANCE,-56.38,47.095
FRANCE,5.328,45.987
FRANCE,5.495,44.057
FRANCE,5.665,48.085
FRANCE,3.263,50.141
FRANCE,5.514,47.335
FRANCE,6.546,47.704
FRANCE,3.212,49.758
FRENCH GUYANA,-52.36,4.82
FRENCH GUYANA,-51.804,3.897
FRENCH POLYNESIA,-151.361,-22.434
FRENCH POLYNESIA,-149.524,-23.365
FRENCH POLYNESIA,-145.51,-17.353
FRENCH POLYNESIA,-140.887,-15.82
FRENCH POLYNESIA,-148.231,-15.119
FRENCH POLYNESIA,-136.439,-18.466
FRENCH POLYNESIA,-145.657,-16.054
FRENCH POLYNESIA,-146.07,-14.437
FRENCH POLYNESIA,-134.89,-23.08
FRENCH POLYNESIA,-143.657,-16.585
FRENCH POLYNESIA,-141.267,-14.177
FRENCH POLYNESIA,-138.813,-14.809
FRENCH POLYNESIA,-145.253,-14.712
FRENCH POLYNESIA,-148.717,-14.868
FRENCH POLYNESIA,-138.568,-20.783
FRENCH POLYNESIA,-145.024,-14.456
FRENCH POLYNESIA,-140.229,-8.796
FRENCH POLYNESIA,-139.011,-9.769
FRENCH POLYNESIA,-151.751,-16.444
FRENCH POLYNESIA,-147.661,-14.954
FRENCH POLYNESIA,-151.022,-16.687
FRENCH POLYNESIA,-149.762,-17.49
FRENCH POLYNESIA,-152.244,-16.426
FRENCH POLYNESIA,-151.466,-16.723
FRENCH POLYNESIA,-138.794,-21.808
GABON,11.581,1.541
GABON,13.673,-0.665
GABON,10.246,-0.704
GABON,11.493,2.076
GABON,13.269,-1.537
GABON,8.754,-0.712
GABON,9.263,-1.575
GABON,12.891,0.579
GABON,9.412,0.458
GABON,11.553,0.776
GABON,13.438,-1.656
GABON,12.747,-0.826
GABON,10.919,-2.889
GALAPAGOS I. (ECUADOR,-90.266,-0.454
GAMBIA,-16.652,13.338
GEORGIA,44.955,41.669
GEORGIA,41.128,42.858
GERMANY,14.52,51.193
GERMANY,12.506,50.982
GERMANY,12.186,51.832
GERMANY,14.586,52.197
GERMANY,14.152,53.879
GERMANY,13.555,51.308
GERMANY,11.941,51.363
GERMANY,12.053,51.552
GERMANY,13.359,51.294
GERMANY,12.753,53.306
GERMANY,13.916,52.58
GERMANY,13.159,52.203
GERMANY,11.418,51.856
GERMANY,-77.965,35.461
GERMANY,12.71,54.338
GERMANY,11.714,50.917
GERMANY,12.425,52.919
GERMANY,11.626,52.074
GERMANY,12.657,51.328
GERMANY,14.952,51.364
GERMANY,13.669,53.833
GERMANY,14.532,51.889
GERMANY,11.962,51.721
GERMANY,14.129,51.296
GERMANY,13.523,52.38
GERMANY,13.767,51.133
GERMANY,10.958,50.98
GERMANY,8.543,50.026
GERMANY,7.685,52.134
GERMANY,9.988,53.63
GERMANY,13.404,52.473
GERMANY,7.143,50.866
GERMANY,6.767,51.289
GERMANY,11.786,48.354
GERMANY,11.078,49.499
GERMANY,12.236,51.424
GERMANY,7.109,49.214
GERMANY,9.222,48.69
GERMANY,13.287,52.559
GERMANY,9.685,52.461
GERMANY,8.787,53.047
GERMANY,8.644,49.961
GERMANY,7.264,49.95
GERMANY,8.514,49.473
GERMANY,8.679,51.035
GERMANY,8.368,49.606
GERMANY,8.147,49.969
GERMANY,10.473,50.993
GERMANY,8.082,50.708
GERMANY,9.835,53.535
GERMANY,10.145,54.379
GERMANY,10.719,53.805
GERMANY,6.187,50.823
GERMANY,6.528,50.406
GERMANY,7.602,51.099
GERMANY,7.899,51.483
GERMANY,6.537,51.53
GERMANY,6.936,51.401
GERMANY,6.504,51.23
GERMANY,8.616,51.614
GERMANY,6.84,51.996
GERMANY,7.612,51.518
GERMANY,10.932,48.425
GERMANY,9.763,48.111
GERMANY,12.724,48.396
GERMANY,11.283,48.081
GERMANY,12.518,48.901
GERMANY,13.195,48.636
GERMANY,10.014,47.859
GERMANY,9.511,47.671
GERMANY,11.783,53.427
GERMANY,11.82,52.629
GERMANY,10.264,48.778
GERMANY,10.996,50.263
GERMANY,11.638,49.984
GERMANY,11.132,49.794
GERMANY,11.855,50.289
GERMANY,11.788,49.863
GERMANY,10.529,50.018
GERMANY,7.531,50.325
GERMANY,6.789,49.863
GERMANY,8.451,49.302
GERMANY,7.401,49.209
GERMANY,8.187,48.791
GERMANY,8.522,47.973
GERMANY,7.834,48.02
GERMANY,8.333,48.982
GERMANY,9.373,48.054
GERMANY,9.777,49.118
GERMANY,13.738,51.608
GERMANY,10.556,52.319
GERMANY,9.378,51.408
GERMANY,9.946,52.177
GERMANY,8.573,53.503
GERMANY,8.623,53.143
GERMANY,7.227,53.391
GERMANY,7.443,53.272
GERMANY,8.053,53.505
GERMANY,6.709,53.595
GERMANY,7.23,53.707
GERMANY,9.378,54.772
GERMANY,9.601,54.221
GERMANY,8.34,54.913
GERMANY,6.692,49.973
GERMANY,7.601,49.438
GERMANY,10.914,49.92
GERMANY,7.3,49.65
GERMANY,9.966,49.648
GERMANY,9.082,52.278
GERMANY,10.022,52.591
GERMANY,7.387,52.291
GERMANY,9.286,51.114
GERMANY,9.578,53.994
GERMANY,9.91,48.22
GERMANY,7.315,50.366
GERMANY,9.958,49.392
GERMANY,11.101,49.218
GERMANY,10.184,52.919
GERMANY,14.292,51.768
GERMANY,11.941,49.699
GERMANY,8.961,50.169
GERMANY,8.652,49.393
GERMANY,11.836,49.218
GERMANY,10.201,49.743
GERMANY,9.341,54.625
GERMANY,8.658,53.767
GERMANY,8.341,52.585
GERMANY,6.042,50.961
GERMANY,9.538,54.312
GERMANY,7.889,53.533
GERMANY,12.279,53.918
GERMANY,6.658,50.831
GERMANY,7.541,52.339
GERMANY,14.634,51.664
GERMANY,9.516,54.459
GERMANY,7.667,53.548
GERMANY,13.306,53.602
GERMANY,9.427,52.457
GERMANY,11.767,49.634
GERMANY,8.463,49.563
GERMANY,8.325,50.05
GERMANY,10.906,48.071
GERMANY,7.063,50.174
GERMANY,11.949,48.322
GERMANY,11.267,48.206
GERMANY,13.167,51.768
GERMANY,11.534,48.716
GERMANY,10.862,48.186
GERMANY,10.239,47.989
GERMANY,11.211,48.711
GERMANY,6.143,51.602
GERMANY,8.306,51.923
GERMANY,6.132,51.2
GHANA,-0.168,5.603
GHANA,-0.863,9.563
GHANA,-2.507,10.082
GHANA,-2.329,7.362
GHANA,-1.775,4.893
GIBRALTAR,-5.349,36.151
GREECE,21.293,37.921
GREECE,21.351,38.602
GREECE,25.956,40.856
GREECE,23.732,37.888
GREECE,22.489,40.651
GREECE,22.794,39.219
GREECE,23.556,38.064
GREECE,26.141,38.343
GREECE,20.822,39.696
GREECE,25.18,35.339
GREECE,21.276,40.449
GREECE,23.017,36.274
GREECE,20.501,38.12
GREECE,22.026,37.068
GREECE,24.342,40.972
GREECE,27.092,36.793
GREECE,27.146,35.421
GREECE,19.912,39.602
GREECE,26.91,35.421
GREECE,24.619,40.913
GREECE,21.841,40.286
GREECE,26.8,37.185
GREECE,25.236,39.917
GREECE,22.465,39.65
GREECE,23.365,37.981
GREECE,25.348,37.435
GREECE,24.014,38.145
GREECE,26.598,39.057
GREECE,20.765,38.925
GREECE,28.109,36.383
GREECE,28.086,36.405
GREECE,21.426,38.151
GREECE,24.149,35.532
GREECE,23.504,39.177
GREECE,26.912,37.69
GREECE,24.951,37.423
GREECE,22.526,36.973
GREECE,25.479,36.4
GREECE,26.098,35.214
GREECE,22.767,39.48
GREECE,24.487,38.968
GREECE,23.565,38.34
GREECE,25.327,35.187
GREECE,22.405,37.531
GREECE,22.971,40.52
GREECE,23.784,38.109
GREECE,20.882,37.75
